区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
朝阳,京通苑 ,72.39平米,,323,44620,,简装,低楼层(共24层),1998年建,京通苑,,-
朝阳,百环家园 ,139.63平米,西,745,53356,,简装,高楼层(共28层),2005年建,百环家园,,-
朝阳,首开常青藤四期 ,140.08平米,南 ,930,66391,,简装,低楼层(共6层),2013年建,首开常青藤四期,,-
朝阳,翠成馨园D区 ,92.35平米,南 ,386,41798,,毛坯,中楼层(共28层),2017年建,翠成馨园D区,,-
朝阳,华辉苑 ,124.95平米,,640,51221,,简装,高楼层(共12层),2000年建,华辉苑,,-
朝阳,妇联小区 ,77.3平米,西,352,45537,,精装,中楼层(共16层),1994年建,妇联小区,,-
朝阳,西坝河中里 ,64.31平米,南 西,415,64532,,简装,中楼层(共13层),1986年建,西坝河中里,,-
朝阳,安慧里一区 ,44.97平米,东,317,70492,,简装,中楼层(共6层),1989年建,安慧里一区,,-
朝阳,安慧里一区 ,68.47平米,南 ,485,70834,,精装,高楼层(共6层),1989年建,安慧里一区,,-
朝阳,望京新城 ,89.73平米,西,555,61853,,精装,低楼层(共31层),1997年建,望京新城,,-
朝阳,地杰长安驿 ,45.47平米,,335,73675,,精装,低楼层(共31层),2009年建,地杰长安驿,,-
朝阳,科学园南里六区 ,109.83平米,南 ,775,70564,,精装,高楼层(共7层),1999年建,科学园南里六区,,-
朝阳,润枫水尚 ,124.3平米,南 ,798,64200,,精装,顶层(共11层),2007年建,润枫水尚,,-
朝阳,百环家园 ,103.61平米,西 ,553,53374,,精装,高楼层(共28层),2005年建,百环家园,,-
朝阳,定福家园1号院 ,119.47平米,北 ,540,45200,,简装,低楼层(共16层),2010年建,定福家园1号院,,-
朝阳,雅宝里 ,60.73平米,北 ,439,72288,房本满五年,精装,低楼层(共6层),1982年建,雅宝里,,-
朝阳,工体东路 ,56.19平米,,400,71188,,简装,低楼层(共12层),1980年建,工体东路,,-
朝阳,双龙南里 ,46.4平米,,257,55388,,精装,顶层(共6层),1994年建,双龙南里,,-
朝阳,和平街西苑 ,48.16平米,东 ,318,66030,,简装,中楼层(共7层),1997年建,和平街西苑,,-
朝阳,磨房北里 ,56.79平米,东 西,360,63392,,简装,高楼层(共18层),1990年建,磨房北里,,-
朝阳,机械学院家属楼 ,43.91平米,,295,67183,,简装,高楼层(共6层),1986年建,机械学院家属楼,,-
朝阳,劲松二区 ,38.52平米,,243,63085,,简装,中楼层(共12层),1979年建,劲松二区,,-
朝阳,梵谷水郡 ,80.55平米,东,465,57729,,精装,中楼层(共24层),2005年建,梵谷水郡,,-
朝阳,青荷里南山园 ,71.58平米,,285,39816,,简装,中楼层(共29层),2015年建,青荷里南山园,,-
朝阳,甘露园南里 ,44.35平米,东 ,239,53890,,简装,高楼层(共6层),1994年建,甘露园南里,,-
朝阳,幸福二村 ,54.63平米,南 ,435,79627,,简装,低楼层(共6层),1986年建,幸福二村,,-
朝阳,北苑家园望春园 ,101.68平米,东,540,53108,,精装,低楼层(共25层),2007年建,北苑家园望春园,,-
朝阳,松榆西里 ,59.23平米,,344,58079,,简装,低楼层(共18层),1987年建,松榆西里,,-
朝阳,安贞西里 ,47.67平米,南 ,366,76778,,简装,高楼层(共16层),1986年建,安贞西里,,-
朝阳,大成国际 ,36.32平米,,220,60573,,精装,中楼层(共21层),2007年建,大成国际,,-
朝阳,惠新北里 ,68.5平米,东,515,75183,,简装,低楼层(共16层),1995年建,惠新北里,,-
朝阳,松榆东里 ,44.82平米,东,278,62026,,简装,中楼层(共18层),1993年建,松榆东里,,-
朝阳,农光里 ,48.05平米,,310,64517,,毛坯,低楼层(共24层),1997年建,农光里,,-
朝阳,富力城E区 ,96平米,,750,78125,,简装,中楼层(共18层),2007年建,富力城E区,,-
朝阳,定福庄西街 ,50.08平米,南 ,234,46726,,简装,底层(共5层),1977年建,定福庄西街,,-
朝阳,霞光里30号院 ,42.41平米,西,289,68145,,精装,高楼层(共6层),1992年建,霞光里30号院,,-
朝阳,青荷里南山园 ,82.24平米,,317,38546,,简装,低楼层(共29层),2015年建,青荷里南山园,,-
朝阳,花园闸小区 ,57.54平米,南 ,273,47446,,简装,低楼层(共6层),1992年建,花园闸小区,,-
朝阳,太阳公元 ,89.29平米,,1150,128794,,精装,高楼层(共27层),2010年建,太阳公元,,-
朝阳,青荷里南山园 ,71.93平米,,278,38649,,简装,底层(共29层),2015年建,青荷里南山园,,-
朝阳,大成国际 ,36.32平米,,239,65804,,精装,中楼层(共21层),2007年建,大成国际,,-
朝阳,福怡苑 ,61.81平米,西,265,42874,,精装,高楼层(共7层),1998年建,福怡苑,,-
朝阳,绿丰家园 ,81.23平米,南 ,285,35086,,简装,底层(共6层),2008年建,绿丰家园,,-
朝阳,北苑家园清友园 ,127.34平米,西,659,51752,,精装,高楼层(共25层),2002年建,北苑家园清友园,,-
朝阳,芳草地北巷 ,62.61平米,南 ,580,92637,,简装,低楼层(共6层),1983年建,芳草地北巷,,-
朝阳,富力城A区 ,59.7平米,,534,89448,房本满五年,精装,低楼层(共28层),2004年建,富力城A区,,-
朝阳,松榆东里 ,47.06平米,,282,59924,房本满五年,简装,低楼层(共6层),1995年建,松榆东里,,-
朝阳,南湖东园二区 ,54.14平米,,380,70189,房本满五年,精装,顶层(共14层),1998年建,南湖东园二区,,-
朝阳,育慧西里 ,70.92平米,东 ,429,60491,房本满五年,简装,底层(共6层),1996年建,育慧西里,,-
朝阳,甘露西园 ,84.75平米,南 ,365,43068,,简装,中楼层(共14层),2000年建,甘露西园,,-
朝阳,星源汇 ,83.54平米,,710,84990,,精装,低楼层(共18层),2009年建,星源汇,,-
朝阳,双龙南里 ,56.09平米,南 ,325,57943,,精装,底层(共6层),1993年建,双龙南里,,-
朝阳,松榆里 ,53.31平米,南 ,331,62090,,简装,底层(共6层),1992年建,松榆里,,-
朝阳,力源里 ,64.96平米,西南 ,390,60037,,精装,低楼层(共24层),1996年建,力源里,,-
朝阳,十里堡南区 ,55.97平米,南 ,325,58067,,毛坯,中楼层(共6层),1993年建,十里堡南区,,-
朝阳,隆远阁 ,82.37平米,,668,81098,,精装,高楼层(共15层),2008年建,隆远阁,,-
朝阳,三间房南里7号院 ,37.54平米,东南 ,205,54609,,简装,中楼层(共6层),1983年建,三间房南里7号院,,-
朝阳,华业玫瑰东方 ,238.94平米,南 ,1100,46037,,简装,底层(共18层),2006年建,华业玫瑰东方,,-
朝阳,凯旋城 ,108.72平米,西,599,55096,,简装,低楼层(共23层),2004年建,凯旋城,,-
朝阳,秀水园 ,60.41平米,南 ,435,72008,,精装,高楼层(共14层),1993年建,秀水园,,-
朝阳,吉祥里 ,58.21平米,西 ,435,74730,,简装,中楼层(共6层),1993年建,吉祥里,,-
朝阳,荟康苑 ,65.65平米,南 ,320,48744,,简装,底层(共7层),1997年建,荟康苑,,-
朝阳,博雅国际 ,65.21平米,,342,52446,,精装,中楼层(共26层),2005年建,博雅国际,,-
朝阳,风格派 ,51.29平米,,369,71944,,精装,低楼层(共19层),2011年建,风格派,,-
朝阳,育慧里一区 ,52.53平米,,308,58634,,精装,中楼层(共7层),2001年建,育慧里一区,,-
朝阳,建业苑 ,73.24平米,南 ,430,58712,,毛坯,底层(共7层),1997年建,建业苑,,-
朝阳,惠新北里1号院 ,41平米,,287,70000,,精装,中楼层(共6层),1986年建,惠新北里1号院,,-
朝阳,东大桥斜街 ,52.15平米,南 ,509,97604,,精装,中楼层(共5层),1978年建,东大桥斜街,,-
朝阳,冠城大通澜石 ,116.81平米,南 ,1319,112919,,精装,高楼层(共26层),2013年建,冠城大通澜石,,-
朝阳,南湖渠西里 ,44.4平米,东,302,68019,,精装,顶层(共6层),1993年建,南湖渠西里,,-
朝阳,晨光家园 ,83.54平米,西,478,57219,,精装,中楼层(共26层),2000年建,晨光家园,,-
朝阳,新纪家园 ,127.6平米,西,818,64107,,精装,中楼层(共26层),2002年建,新纪家园,,-
朝阳,石佛营东里小区 ,50.49平米,东 ,271,53674,,简装,低楼层(共6层),1995年建,石佛营东里小区,,-
朝阳,新城国际 ,199.84平米,南 西南 ,2250,112591,,精装,中楼层(共33层),2005年建,新城国际,,-
朝阳,富顿 ,53.33平米,,299,56067,,简装,中楼层(共23层),2003年建,富顿,,-
朝阳,金港国际 ,45.59平米,,305,66901,房本满五年,精装,中楼层(共11层),2006年建,金港国际,,-
朝阳,天之骄子 ,140.7平米,东 ,998,70932,房本满五年,精装,高楼层(共21层),2006年建,天之骄子,,-
朝阳,京师园 ,115.66平米,南 ,1070,92513,房本满五年,精装,中楼层(共21层),2004年建,京师园,,-
朝阳,南湖东园一区 ,96.5平米,西,525,54405,房本满五年,简装,低楼层(共28层),1998年建,南湖东园一区,,-
朝阳,十里堡北里 ,61.01平米,,299,49009,房本满五年,简装,底层(共6层),1986年建,十里堡北里,,-
朝阳,花园闸小区 ,57.54平米,南 ,270,46924,房本满五年,简装,中楼层(共6层),1992年建,花园闸小区,,-
朝阳,金隅可乐 ,59.84平米,西,120,20054,房本满五年,精装,低楼层(共19层),2009年建,金隅可乐,,-
朝阳,妇联小区 ,64.65平米,南 ,319,49343,房本满五年,精装,底层(共6层),1994年建,妇联小区,,-
朝阳,北京像素北区 ,40.58平米,西,168,41400,房本满五年,精装,低楼层(共13层),2011年建,北京像素北区,,-
朝阳,北京像素南区 ,51.74平米,,195,37689,房本满五年,简装,中楼层(共16层),2012年建,北京像素南区,,-
朝阳,中建玲珑山 ,80.84平米,,250,30926,房本满五年,精装,顶层(共14层),2013年建,中建玲珑山,,-
朝阳,北京像素南区 ,55.85平米,西,215,38496,房本满五年,精装,低楼层(共16层),2011年建,北京像素南区,,-
朝阳,n次方 ,66.69平米,,199,29840,房本满五年,精装,中楼层(共13层),2014年建,n次方,,-
朝阳,北京像素南区 ,51.83平米,西,135,26047,房本满五年,简装,中楼层(共23层),2012年建,北京像素南区,,-
朝阳,林达海渔广场 ,54.13平米,,142,26234,,精装,高楼层(共15层),2010年建,林达海渔广场,,-
朝阳,北京像素北区 ,58.3平米,西南 东,228,39109,,精装,中楼层(共14层),2011年建,北京像素北区,,-
朝阳,美立方 ,67.06平米,,215,32061,,精装,中楼层(共13层),2011年建,美立方,,-
朝阳,北京像素北区 ,46.12平米,,172,37295,,简装,低楼层(共17层),2010年建,北京像素北区,,-
朝阳,旭辉奥都 ,46.96平米,,170,36202,,简装,中楼层(共26层),2008年建,旭辉奥都,,-
朝阳,北京像素北区 ,40.49平米,西,169,41739,,简装,中楼层(共13层),2011年建,北京像素北区,,-
朝阳,常楹公元自由派 ,36.56平米,,130,35558,,精装,低楼层(共23层),2015年建,常楹公元自由派,,-
朝阳,中建玲珑山 ,64.12平米,,180,28073,,精装,低楼层(共14层),2013年建,中建玲珑山,,-
朝阳,北京像素北区 ,49.83平米,东,198,39736,,精装,高楼层(共13层),2011年建,北京像素北区,,-
朝阳,中海城紫鑫阁 ,48平米,,170,35417,,精装,中楼层(共23层),2011年建,中海城紫鑫阁,,-
朝阳,中建玲珑山 ,53.57平米,,162,30241,,精装,低楼层(共14层),2013年建,中建玲珑山,,-
朝阳,潘家园小区 ,40.11平米,,245,61083,,精装,中楼层(共6层),1981年建,潘家园小区,,-
朝阳,北苑家园紫绶园 ,79.43平米,东,397,49982,,精装,高楼层(共25层),2000年建,北苑家园紫绶园,,-
朝阳,安华西里社区 ,57.03平米,南 ,435,76276,,毛坯,低楼层(共6层),1985年建,安华西里社区,,-
朝阳,炫特嘉园三期 ,63.39平米,,405,63891,,精装,中楼层(共25层),2006年建,炫特嘉园三期,,-
朝阳,东柳西里 ,43.84平米,,205,46761,,简装,中楼层(共5层),1987年建,东柳西里,,-
朝阳,白领家园 ,109.71平米,南 ,735,66995,房本满五年,简装,中楼层(共16层),2004年建,白领家园,,-
朝阳,汇园公寓 ,185.17平米,东,1230,66426,房本满五年,简装,顶层(共25层),1990年建,汇园公寓,,-
朝阳,建外SOHO ,237.68平米,西,1180,49647,房本满五年,简装,高楼层(共28层),2003年建,建外SOHO,,-
朝阳,臻园 ,215.54平米,南 ,2120,98358,房本满五年,其他,中楼层(共18层),2016年建,臻园,,-
朝阳,泛海国际澜海园 ,246.8平米,南 ,2650,107375,房本满五年,精装,底层(共18层),2009年建,泛海国际澜海园,,-
朝阳,嘉和丽园 ,242.89平米,东,1280,52699,房本满五年,其他,中楼层(共31层),2001年建,嘉和丽园,,-
朝阳,东恒时代三期 ,105.63平米,东 ,700,66270,房本满五年,精装,高楼层(共27层),2008年建,东恒时代三期,,-
朝阳,大黄庄东路 ,98.53平米,西,396,40191,房本满五年,简装,高楼层(共21层),2009年建,大黄庄东路,,-
朝阳,利景名门 ,111.44平米,西,580,52046,房本满五年,简装,中楼层(共18层),2001年建,利景名门,,-
朝阳,金地国际花园 ,287.29平米,南 ,2950,102684,房本满五年,精装,高楼层(共33层),2004年建,金地国际花园,,-
朝阳,紫南家园 ,181.6平米,南 ,1000,55067,房本满五年,精装,高楼层(共9层),2002年建,紫南家园,,-
朝阳,鸿坤花语墅 ,155.18平米,南 ,2580,166259,房本满五年,精装,顶层(共8层),2013年建,鸿坤花语墅,,-
朝阳,奥林匹克花园四期 ,154.23平米,南 ,910,59003,房本满五年,精装,低楼层(共10层),2009年建,奥林匹克花园四期,,-
朝阳,恋日绿岛 ,54.84平米,东,255,46499,房本满五年,简装,高楼层(共16层),2004年建,恋日绿岛,,-
朝阳,夏都盈座 ,67.56平米,,508,75193,房本满五年,精装,高楼层(共22层),2003年建,夏都盈座,,-
朝阳,优士阁 ,109.68平米,,368,33553,房本满五年,精装,低楼层(共30层),2004年建,优士阁,,-
朝阳,中海城香克林 ,77.22平米,,468,60607,房本满五年,精装,中楼层(共11层),2011年建,中海城香克林,,-
朝阳,胜古家园 ,73.84平米,东,660,89383,房本满五年,简装,中楼层(共14层),1999年建,胜古家园,,-
朝阳,翠成馨园B区 ,123.78平米,南 ,575,46454,房本满五年,简装,高楼层(共6层),2004年建,翠成馨园B区,,-
朝阳,朝阳雅筑 ,125.25平米,南 ,768,61318,房本满五年,精装,顶层(共17层),2006年建,朝阳雅筑,,-
朝阳,蓝筹名座 ,187.42平米,南 ,1480,78968,房本满五年,简装,中楼层(共6层),2003年建,蓝筹名座,,-
朝阳,风度柏林 ,138.68平米,南 西,1060,76435,房本满五年,精装,中楼层(共22层),2004年建,风度柏林,,-
朝阳,利泽西园 ,105.28平米,南 ,690,65540,房本满五年,简装,低楼层(共24层),1999年建,利泽西园,,-
朝阳,筑华年 ,68.73平米,,458,66638,,简装,低楼层(共28层),2012年建,筑华年,,-
朝阳,工体西里 ,76.52平米,东 西,761,99452,,精装,低楼层(共18层),1990年建,工体西里,,-
朝阳,花家地西里三区 ,82.53平米,西,520,63008,,简装,底层(共6层),1999年建,花家地西里三区,,-
朝阳,名苑雅居 ,87.05平米,西,660,75819,,简装,中楼层(共14层),2005年建,名苑雅居,,-
朝阳,南湖中园一区 ,75.06平米,东 ,485,64615,,简装,中楼层(共7层),1998年建,南湖中园一区,,-
朝阳,阳光上东 ,180.55平米,南 ,1720,95265,,精装,低楼层(共9层),2006年建,阳光上东,,-
朝阳,吉利家园 ,115.22平米,,780,67697,,其他,底层(共24层),2000年建,吉利家园,,-
朝阳,苹果社区北区 ,111.54平米,,620,55586,房本满五年,精装,高楼层(共33层),2007年建,苹果社区北区,,-
朝阳,南湖中园一区 ,97.54平米,东 ,570,58438,房本满五年,简装,中楼层(共7层),1999年建,南湖中园一区,,-
朝阳,东区国际 ,159.3平米,南 ,980,61520,房本满五年,精装,中楼层(共22层),2009年建,东区国际,,-
朝阳,美伦堡 ,159.48平米,南 ,1550,97191,房本满五年,精装,中楼层(共14层),2008年建,美伦堡,,-
朝阳,拂林园 ,140.18平米,南 西 ,759,54145,房本满五年,精装,低楼层(共30层),2004年建,拂林园,,-
朝阳,亚奥金茂悦 ,97.09平米,西,800,82398,房本满五年,精装,低楼层(共18层),2013年建,亚奥金茂悦,,-
朝阳,福景苑 ,194.05平米,,1210,62356,房本满五年,精装,中楼层(共25层),2002年建,福景苑,,-
朝阳,劲松四区 ,51.99平米,,296,56935,房本满五年,简装,顶层(共6层),1978年建,劲松四区,,-
朝阳,吕营嘉园C区 ,54.56平米,西 ,268,49121,房本满五年,简装,6层,2005年建,吕营嘉园C区,,-
朝阳,通惠家园 ,59.56平米,,350,58765,房本满五年,精装,低楼层(共28层),2001年建,通惠家园,,-
朝阳,世安家园 ,106.28平米,东,730,68687,房本满五年,毛坯,中楼层(共24层),2001年建,世安家园,,-
朝阳,后现代城C区 ,61.85平米,,420,67907,房本满五年,精装,低楼层(共28层),2007年建,后现代城C区,,-
朝阳,融域嘉园 ,73.88平米,南 ,660,89335,房本满五年,精装,底层(共15层),2006年建,融域嘉园,,-
朝阳,阳光上东 ,182.88平米,南 ,1790,97879,房本满五年,精装,低楼层(共7层),2005年建,阳光上东,,-
朝阳,通惠家园 ,89.47平米,南 ,510,57003,房本满五年,其他,顶层(共5层),2002年建,通惠家园,,-
朝阳,天翠园 ,110.81平米,西,780,70391,房本满五年,精装,低楼层(共15层),2006年建,天翠园,,-
朝阳,国美第一城3号院 ,107.79平米,东,640,59375,房本满五年,精装,高楼层(共26层),2007年建,国美第一城3号院,,-
朝阳,望馨花园 ,88.97平米,东,598,67214,房本满五年,简装,底层(共28层),2001年建,望馨花园,,-
朝阳,天翠园 ,123.24平米,东,799,64833,房本满五年,精装,底层(共15层),2006年建,天翠园,,-
朝阳,燕翔西里 ,85.68平米,南 ,360,42017,房本满五年,其他,中楼层(共5层),1996年建,燕翔西里,,-
朝阳,天居园 ,84.46平米,东 ,559,66186,房本满五年,精装,中楼层(共32层),2008年建,天居园,,-
朝阳,亚奥金茂悦 ,96.6平米,,785,81263,,精装,低楼层(共18层),2013年建,亚奥金茂悦,,-
朝阳,九龙花园 ,96.65平米,南 ,630,65184,,简装,中楼层(共14层),1998年建,九龙花园,,-
朝阳,远洋一方润园2号院 ,64.42平米,,360,55884,,精装,低楼层(共15层),2010年建,远洋一方润园2号院,,-
朝阳,天润福熙大道 ,73.33平米,,575,78413,,精装,低楼层(共27层),2011年建,天润福熙大道,,-
朝阳,百环花园 ,66.02平米,,365,55287,,简装,中楼层(共28层),2001年建,百环花园,,-
朝阳,伯宁花园 ,82.58平米,东 ,620,75079,,精装,高楼层(共18层),1996年建,伯宁花园,,-
朝阳,万科星园 ,138.11平米,西,1020,73855,,精装,高楼层(共28层),2004年建,万科星园,,-
朝阳,城锦苑 ,105.18平米,南 ,719,68360,,精装,中楼层(共7层),2014年建,城锦苑,,-
朝阳,朝阳无限 ,115.61平米,南 ,620,53629,,精装,底层(共23层),2004年建,朝阳无限,,-
朝阳,丽水嘉园 ,132.67平米,西,1070,80652,房本满五年,简装,中楼层(共27层),2004年建,丽水嘉园,,-
朝阳,首开常青藤三期 ,64.18平米,南 ,518,80711,房本满五年,精装,顶层(共6层),2013年建,首开常青藤三期,,-
朝阳,胜古南里 ,71.46平米,南 ,460,64372,房本满五年,简装,顶层(共4层),1962年建,胜古南里,,-
朝阳,晨曦园 ,104.93平米,,585,55752,房本满五年,精装,中楼层(共28层),1999年建,晨曦园,,-
朝阳,芍药居北里 ,94.18平米,南 ,710,75388,房本满五年,简装,中楼层(共26层),2008年建,芍药居北里,,-
朝阳,翠成馨园C区 ,104.99平米,,510,48577,房本满五年,精装,低楼层(共15层),2006年建,翠成馨园C区,,-
朝阳,富丽华园 ,156.74平米,西,1080,68904,房本满五年,精装,高楼层(共22层),2001年建,富丽华园,,-
朝阳,奥林匹克花园四期 ,125.25平米,南 ,818,65310,房本满五年,精装,低楼层(共10层),2009年建,奥林匹克花园四期,,-
朝阳,望兴居 ,90.29平米,东 ,570,63130,房本满五年,精装,中楼层(共6层),2000年建,望兴居,,-
朝阳,方舟苑一期 ,81.37平米,,536,65872,房本满五年,简装,低楼层(共22层),1998年建,方舟苑一期,,-
朝阳,劲松一区 ,59.69平米,南 ,380,63663,房本满五年,简装,低楼层(共12层),1979年建,劲松一区,,-
朝阳,北纬40度一期 ,84.67平米,,580,68502,房本满五年,精装,中楼层(共11层),2008年建,北纬40度一期,,-
朝阳,望京西园三区 ,101.99平米,东,643,63046,房本满五年,精装,底层(共28层),2000年建,望京西园三区,,-
朝阳,北京香颂 ,204.25平米,南 ,1650,80784,房本满五年,简装,中楼层(共8层),2007年建,北京香颂,,-
朝阳,弘善家园 ,75.53平米,东,385,50974,房本满五年,简装,中楼层(共28层),2009年建,弘善家园,,-
朝阳,北纬40度二期 ,70.86平米,,560,79030,房本满五年,精装,低楼层(共25层),2009年建,北纬40度二期,,-
朝阳,兴隆家园 ,66.1平米,东,405,61271,房本满五年,简装,中楼层(共24层),2001年建,兴隆家园,,-
朝阳,电子城小区 ,69.21平米,东 ,390,56351,房本满五年,简装,低楼层(共25层),2001年建,电子城小区,,-
朝阳,华业玫瑰郡 ,103.33平米,南 ,780,75487,房本满五年,精装,高楼层(共14层),2008年建,华业玫瑰郡,,-
朝阳,澳洲康都 ,191.9平米,南 ,1430,74518,房本满五年,精装,低楼层(共28层),2006年建,澳洲康都,,-
朝阳,朝阳新城一区 ,113.72平米,南 ,520,45727,房本满五年,简装,中楼层(共6层),2004年建,朝阳新城一区,,-
朝阳,华威西里 ,63.8平米,西,398,62383,房本满五年,简装,中楼层(共22层),1990年建,华威西里,,-
朝阳,华威西里 ,75.27平米,南 ,408,54205,房本满五年,简装,中楼层(共6层),1994年建,华威西里,,-
朝阳,潘家园南里 ,71.4平米,南 ,445,62325,房本满五年,简装,中楼层(共5层),1980年建,潘家园南里,,-
朝阳,潘家园东里 ,73.49平米,西,415,56471,房本满五年,精装,低楼层(共18层),2001年建,潘家园东里,,-
朝阳,金隅景和园 ,69.96平米,,330,47170,房本满五年,简装,底层(共21层),2011年建,金隅景和园,,-
朝阳,百环家园 ,139.6平米,西,775,55516,,精装,中楼层(共28层),2005年建,百环家园,,-
朝阳,金泰先锋北区 ,131.28平米,南 西 ,925,70461,,精装,低楼层(共18层),2008年建,金泰先锋北区,,-
朝阳,百环花园 ,121.75平米,,620,50925,,简装,中楼层(共28层),2001年建,百环花园,,-
朝阳,苹果派 ,81.57平米,,485,59459,,精装,底层(共12层),2007年建,苹果派,,-
朝阳,奥林匹克花园一期 ,145.16平米,南 ,899,61932,房本满五年,简装,中楼层(共6层),2003年建,奥林匹克花园一期,,-
朝阳,柏阳景园 ,102.29平米,南 ,470,45948,房本满五年,精装,中楼层(共5层),2005年建,柏阳景园,,-
朝阳,上东上层 ,91.95平米,南 ,409,44481,房本满五年,简装,顶层(共5层),2004年建,上东上层,,-
朝阳,三间房南里4号院 ,91.21平米,,380,41663,房本满五年,毛坯,顶层(共3层),1958年建,三间房南里4号院,,-
朝阳,棕榈泉国际公寓 ,190.45平米,东 南 ,1720,90313,房本满五年,精装,低楼层(共27层),2004年建,棕榈泉国际公寓,,-
朝阳,惠新苑 ,152.89平米,东,970,63445,房本满五年,简装,高楼层(共13层),2000年建,惠新苑,,-
朝阳,季景沁园 ,68.58平米,西,580,84573,房本满五年,精装,高楼层(共26层),2006年建,季景沁园,,-
朝阳,太阳公元 ,162.52平米,南 ,2380,146444,房本满五年,精装,中楼层(共25层),2011年建,太阳公元,,-
朝阳,万达大湖公馆 ,247.13平米,南 ,1800,72837,房本满五年,精装,高楼层(共23层),2008年建,万达大湖公馆,,-
朝阳,翌景嘉园 ,171.37平米,东,798,46566,房本满五年,精装,低楼层(共28层),2002年建,翌景嘉园,,-
朝阳,星河湾 ,293.05平米,南 ,2800,95547,房本满五年,其他,底层(共30层),2006年建,星河湾,,-
朝阳,劲松八区 ,58.22平米,东 ,320,54964,房本满五年,精装,顶层(共6层),1983年建,劲松八区,,-
朝阳,澳洲康都 ,65.36平米,,520,79560,房本满五年,精装,低楼层(共28层),2005年建,澳洲康都,,-
朝阳,奥林匹克花园一期 ,163.52平米,南 ,1017,62195,房本满五年,精装,低楼层(共8层),2003年建,奥林匹克花园一期,,-
朝阳,SOHO现代城 ,260.44平米,,1060,40701,房本满五年,精装,高楼层(共36层),2001年建,SOHO现代城,,-
朝阳,公园五号 ,507.73平米,南 ,4700,92569,房本满五年,精装,高楼层(共15层),2011年建,公园五号,,-
朝阳,大成国际 ,116.19平米,西,550,47337,房本满五年,精装,低楼层(共21层),2007年建,大成国际,,-
朝阳,福景苑 ,79.05平米,,590,74637,房本满五年,简装,低楼层(共25层),2002年建,福景苑,,-
朝阳,南十里居10号院 ,54.04平米,东,305,56440,房本满五年,精装,顶层(共5层),1992年建,南十里居10号院,,-
朝阳,黄金苑 ,88.13平米,东 ,455,51629,房本满五年,简装,底层(共6层),1999年建,黄金苑,,-
朝阳,天居园 ,109.51平米,东南 ,645,58899,房本满五年,精装,低楼层(共32层),2008年建,天居园,,-
朝阳,花家地南里 ,99.91平米,南 ,570,57052,房本满五年,精装,中楼层(共8层),2000年建,花家地南里,,-
朝阳,东泽园 ,73.66平米,,358,48602,,简装,低楼层(共21层),2012年建,东泽园,,-
朝阳,宝星国际三期 ,161.29平米,南 ,1230,76261,,精装,低楼层(共16层),2010年建,宝星国际三期,,-
朝阳,华威北里 ,74.8平米,西,440,58824,,简装,中楼层(共18层),1993年建,华威北里,,-
朝阳,高杨树北里 ,56.05平米,南 ,345,61553,,简装,中楼层(共5层),1979年建,高杨树北里,,-
朝阳,东泽园 ,84.56平米,,422,49906,,精装,中楼层(共21层),2012年建,东泽园,,-
朝阳,弘善家园 ,42.64平米,,260,60976,,毛坯,中楼层(共28层),2009年建,弘善家园,,-
朝阳,秀水园 ,70.72平米,东 ,460,65046,,简装,中楼层(共14层),1996年建,秀水园,,-
朝阳,九号公寓 ,151.19平米,南 ,1150,76064,,精装,中楼层(共10层),2008年建,九号公寓,,-
朝阳,保利金泉 ,148.71平米,东 西,1180,79350,房本满五年,精装,高楼层(共28层),2008年建,保利金泉,,-
朝阳,光熙家园一期 ,59.53平米,,445,74753,房本满五年,精装,中楼层(共22层),2006年建,光熙家园一期,,-
朝阳,林奥嘉园 ,140.89平米,南 ,1000,70978,房本满五年,毛坯,中楼层(共27层),2015年建,林奥嘉园,,-
朝阳,天居园 ,74.52平米,,521,69915,房本满五年,精装,高楼层(共32层),2008年建,天居园,,-
朝阳,新街坊 ,50.53平米,,333,65902,房本满五年,精装,中楼层(共18层),2004年建,新街坊,,-
朝阳,后现代城B区 ,46.39平米,,340,73292,房本满五年,精装,18层,2004年建,后现代城B区,,-
朝阳,艺水芳园 ,60.25平米,,318,52781,房本满五年,精装,低楼层(共17层),2005年建,艺水芳园,,-
朝阳,康静里 ,61平米,南 ,310,50820,房本满五年,简装,底层(共6层),1994年建,康静里,,-
朝阳,美然动力A1区 ,75.88平米,,418,55087,房本满五年,简装,14层,2004年建,美然动力A1区,,-
朝阳,百环花园 ,62.61平米,,330,52708,房本满五年,简装,高楼层(共28层),2001年建,百环花园,,-
朝阳,圣馨大地 ,66.11平米,,415,62775,房本满五年,精装,低楼层(共29层),2001年建,圣馨大地,,-
朝阳,首开常青藤四期 ,65.14平米,南 ,520,79829,房本满五年,精装,顶层(共6层),2013年建,首开常青藤四期,,-
朝阳,望京新城 ,96.32平米,东,630,65407,房本满五年,简装,高楼层(共31层),1998年建,望京新城,,-
朝阳,甘露家园 ,69.47平米,南 ,375,53981,房本满五年,简装,高楼层(共6层),1995年建,甘露家园,,-
朝阳,朝阳新城四区 ,89.85平米,,445,49527,房本满五年,精装,低楼层(共22层),2015年建,朝阳新城四区,,-
朝阳,松榆里 ,44.32平米,,290,65434,房本满五年,简装,中楼层(共6层),1991年建,松榆里,,-
